temps_id,id_dossier,id_avocat,nom_avocat,date_prestation,description,heures,taux_horaire,facture_id
a7a8fc47-5ab1-4fac-9a2c-b3be8790d060,11400748-cd6e-4a60-a8dc-b8ccfaf13cb7,4d1333a4-d0c7-4c36-9580-2a400135c126,Victor du Vasseur,2024-08-05,Question demeurer visite commander sous beau président passage.,0.5,300,58ed5d4e-4579-4e37-b9e3-333969267aac
a18ba06d-5744-4c27-85f8-d4abdc853c1d,11400748-cd6e-4a60-a8dc-b8ccfaf13cb7,52fc2f51-6484-441d-a3ac-19515cc8485f,Yves Traore,2025-01-03,Achever créer pourquoi être reprendre prochain arme haut gens.,1.5,180,
7e15d244-296b-49b4-b441-7afd9a405fd1,1d2ae70c-42d2-4253-9f9c-dba0833b12ef,0ee105d0-7745-4c96-bbf0-3df65bd210ab,Marcel Leblanc,2025-06-13,Larme feu même bon jeu soi pendre porte.,2.0,220,
9deb80cc-f4dc-431f-807c-d3b0830b4d2d,a0f81947-137b-47bd-8cac-2d771a70a3e0,d0be7ecc-0745-4454-a3cc-2d2868b6b3d8,Aurore Maury-Briand,2023-12-29,Autrefois sentiment écraser énorme un autrement commencement fenêtre puis.,1.0,180,
1d883043-96d1-4079-ae05-273b2bfe4aa7,df65f114-c111-4815-a52e-37c3cf451607,a9f97ea4-2b30-4b38-a641-ccf0a35c99c1,Gérard-Frédéric Joly,2025-03-02,Est voici suivant préparer groupe.,2.0,220,fdc64713-01ce-4020-8b21-eee964f26dd5
fdd343a4-f41f-47e0-a467-bdb6a08e0ce3,ec184383-99d6-4bf4-9ad4-fd7dd113b9d2,a9f97ea4-2b30-4b38-a641-ccf0a35c99c1,Gérard-Frédéric Joly,2024-12-28,Officier habitant art éprouver vieux fruit.,0.5,220,
e8afa742-119d-40d8-b348-baa9b5529175,8d0dbdd2-2104-4733-8d39-000e977627c3,2cb6b053-969a-40a2-a054-223a2f3f11e1,Alexandre Morin,2025-05-10,Discussion drame demeurer armer mort secrétaire chiffre exposer grand écouter.,0.25,220,
9660c025-1158-4b2d-a63d-07c56734bdd1,d3be7f8e-fabe-4a9e-8b72-8663263a0655,fba0cbe6-1a09-4487-946b-d85567269b04,Laurence Robert,2025-03-20,Obéir couler ajouter commencer éclairer avouer sembler en former jusque peu.,0.5,220,
55b8c24e-ce37-4ddf-accf-a7646b142943,7b45d1aa-eabb-411d-a194-e0ecfbe6e782,0ee105d0-7745-4c96-bbf0-3df65bd210ab,Marcel Leblanc,2025-03-08,Fixe fatiguer figure consentir appuyer haut diriger seconde moins cheval.,1.0,250,
fc6585b3-809d-4bb7-8257-e9d1f8419d84,6e6176c0-f267-4ad2-b06f-cf818f9ceea1,57bf8456-f58d-41c6-afc3-2e24e3b187b4,Gabriel de Guilbert,2024-07-23,Bas éteindre me vide nombre.,1.0,250,
bf0c8ef1-638c-41a0-b6fd-e9139441b6c1,f28715a5-6113-4310-944a-97fc62d6dcf8,fba0cbe6-1a09-4487-946b-d85567269b04,Laurence Robert,2024-12-24,Sein rouler genre mari soit.,0.25,300,
81367cef-dd50-4f50-b45f-0efac3c44975,9eb7c745-68f4-40bc-b8ad-2e733e75d5c6,d0be7ecc-0745-4454-a3cc-2d2868b6b3d8,Aurore Maury-Briand,2023-08-22,Soulever jambe avenir tache prévoir lien système réussir plutôt page.,1.0,250,
cc51f163-b905-4be6-97b4-85eac20aa954,12b5475b-3c3c-4686-bd19-efa37166d9be,d0be7ecc-0745-4454-a3cc-2d2868b6b3d8,Aurore Maury-Briand,2023-11-01,Commun vivre vie rire celui goût voir habitude vraiment.,0.5,180,f1b867bb-7a02-4209-b03a-33a3cacf6c04
308bb6ba-b62d-485b-bc84-509004afa035,9f1536ed-7682-4baf-b712-a636e5d0bef7,52fc2f51-6484-441d-a3ac-19515cc8485f,Yves Traore,2024-07-29,Devoir tempête tenter auprès fixer forme entretenir double immobile son.,0.5,250,c69f58a7-bfcf-4d2b-83e8-2ff6cbcc1e59
2e8890bd-43d9-44a3-b78a-5b74d98024a7,f28715a5-6113-4310-944a-97fc62d6dcf8,0ee105d0-7745-4c96-bbf0-3df65bd210ab,Marcel Leblanc,2025-04-11,Main gens garde chemin noir rayon travailler ton moi bon.,1.0,250,
63d0ddb8-bc0f-4b73-8fe5-b52efcb0691b,af518df3-f84d-438d-9966-aecc0d0ddc4d,fba0cbe6-1a09-4487-946b-d85567269b04,Laurence Robert,2025-03-29,Souffrir soudain discours père mort interrompre comment français ouvert point.,1.5,220,
efcab5c7-1146-4fdc-b201-cc2be7173248,d3343d66-4502-44a3-878e-4f896dd3fd90,52fc2f51-6484-441d-a3ac-19515cc8485f,Yves Traore,2025-04-25,Forcer souffrance posséder armer inviter.,0.5,300,e3a83f07-850d-486b-aada-a3bdf597bf55
d0432af3-fb27-4c97-9eba-b1507a27da35,f7bf44a5-d389-47da-97b5-2092817aed72,0ee105d0-7745-4c96-bbf0-3df65bd210ab,Marcel Leblanc,2022-11-19,Ah rouge embrasser doux là pousser bleu soleil.,0.25,180,
1fd7a492-49a3-4674-aefd-19837df0af8c,9b234da1-15af-44d8-bd79-fbaf80a78dfb,99f39dfa-f1e2-4ec1-be06-d65859789f1f,Alexandre Traore,2024-12-15,Vieux heure saluer divers général payer construire.,1.5,220,
b2486e50-d104-4371-a141-4370b6e545f4,e8bf4353-788a-4115-852c-00140a9d4527,a9f97ea4-2b30-4b38-a641-ccf0a35c99c1,Gérard-Frédéric Joly,2025-03-27,Que recevoir soit sable lui cinquante endormir lit.,0.5,180,241fe779-f209-4bf0-a99c-ecb511aa2cff
82be7bbe-6c07-4f96-a312-73fcb330becb,6c4e095b-962a-4e27-907b-fa5a90a4dba3,99f39dfa-f1e2-4ec1-be06-d65859789f1f,Alexandre Traore,2022-10-14,Souffrance amener contre savoir seconde désirer imaginer terrible près dont.,2.0,300,
27191fcd-2591-492e-8b89-df2fd2e01a09,32da7216-fddc-4c53-bb9f-79e5d7c19e0d,99f39dfa-f1e2-4ec1-be06-d65859789f1f,Alexandre Traore,2025-02-15,Forme toit point depuis juger homme veiller inventer mesure.,2.0,300,32b80793-11cc-4c9a-aa04-08c8fecb74b5
0218a08d-389e-4033-8cbd-a0ecc55e0ea4,d78eaf42-d043-4eb4-9ed3-a7792c8d6808,2cb6b053-969a-40a2-a054-223a2f3f11e1,Alexandre Morin,2024-06-16,Secours dieu sauvage beaucoup alors armer.,0.25,300,
202867e5-a87a-4b64-add6-9314021e8de2,0a5f032e-0484-49a5-81be-b3859161ef05,a9f97ea4-2b30-4b38-a641-ccf0a35c99c1,Gérard-Frédéric Joly,2025-07-14,Renoncer croix danser debout coûter pénétrer loup soin vers pointe.,0.25,220,
18111f3a-844b-464c-ac2e-f33ff5838aa8,db3ea9ad-a69a-443f-983c-6bf46028ad66,2cb6b053-969a-40a2-a054-223a2f3f11e1,Alexandre Morin,2024-12-15,Paysan objet accorder détacher révolution empêcher.,1.0,250,
3b28aa65-d989-4ffa-953b-3bd2b3f6b782,c2b04ca8-21a2-4b09-846e-846f4ea91d9a,57bf8456-f58d-41c6-afc3-2e24e3b187b4,Gabriel de Guilbert,2024-01-03,Supporter seul important dame elle madame papier neuf accomplir.,1.5,300,
ce03475e-a323-40f9-9280-bc80d3f0f4de,99f0fbb9-d8d9-4ef2-b8be-ddab91aa33d8,2cb6b053-969a-40a2-a054-223a2f3f11e1,Alexandre Morin,2024-12-18,Miser notre droit politique jeunesse esprit doucement entrer.,0.25,180,0714aa2e-48c1-4d8d-a7d3-be99e06d031e
3ece5b0b-8001-49c7-9877-36a1d255a5ee,3a2c9f07-e085-4ce2-9a4c-4f7c1781d67e,0ee105d0-7745-4c96-bbf0-3df65bd210ab,Marcel Leblanc,2025-03-07,Personnage un pénétrer consulter l'une dépasser assez.,1.5,180,
9932e23a-2dbe-4458-85ed-a6d331bab7cf,eeadf14d-bf3d-4680-898b-d80c52012aeb,a9f97ea4-2b30-4b38-a641-ccf0a35c99c1,Gérard-Frédéric Joly,2025-07-12,Français ensemble changement ajouter lettre écrire tapis franchir quand nécessaire.,1.5,300,
9ef06cfa-f760-46ca-a22c-6a38dd1361ef,de856a6f-54a3-4733-9048-d8edc3c8939a,495caabb-57b9-4f6c-a1a0-256d5fc15acf,Denis-Franck Ledoux,2025-07-08,Été preuve port pas jamais traverser.,0.25,180,36a2d1a2-6767-459f-b2a0-542931def9d3
457e4cd0-f349-45f8-99f7-85e911b9af2d,3cf05f82-1e8a-4f73-a5ce-baf9dd9191b0,99f39dfa-f1e2-4ec1-be06-d65859789f1f,Alexandre Traore,2024-07-21,Eh commencement personne mince école intérieur que promener mine.,0.25,250,
f9f4984d-c14d-4c5d-9a38-c65285314776,12b5475b-3c3c-4686-bd19-efa37166d9be,99f39dfa-f1e2-4ec1-be06-d65859789f1f,Alexandre Traore,2025-07-08,Trop surveiller perdu d'autres davantage sommeil.,0.5,250,bd5c4054-a54c-4606-9899-64b2f5f1d2c7
00ee79d3-c950-46dd-a0b3-b106adcd8a81,33c2409d-4c78-4c01-829d-ec90310d94b2,4d1333a4-d0c7-4c36-9580-2a400135c126,Victor du Vasseur,2025-06-22,Faute nez inquiéter caractère art particulier nature pain.,0.25,250,27130e07-5ce1-487c-93c1-442c3238318f
53048388-6b88-4630-90bb-386cc504c590,3a8180ef-9c77-41f5-9103-73e8e9a2bafe,4d1333a4-d0c7-4c36-9580-2a400135c126,Victor du Vasseur,2025-01-07,Lèvre sol figurer égal article si.,2.0,250,
bbbbbc72-78bf-4465-a892-5b855b31b076,93ad3a40-c852-43b8-af5e-7f8d608aba02,a9f97ea4-2b30-4b38-a641-ccf0a35c99c1,Gérard-Frédéric Joly,2025-02-13,Etc voile suivant voilà charge six.,2.0,250,09ab6303-ea1c-4582-acd6-a61cd2f66d40
7ff2847a-8a83-4d33-888f-1283e39eb327,e8bf4353-788a-4115-852c-00140a9d4527,a9f97ea4-2b30-4b38-a641-ccf0a35c99c1,Gérard-Frédéric Joly,2025-03-21,Journée parmi comprendre particulier absolument.,1.0,300,
f48bdfad-3c6d-4a25-8d70-5a91abdaa605,63d65e67-1fa9-458c-80ac-b86c279683ed,99f39dfa-f1e2-4ec1-be06-d65859789f1f,Alexandre Traore,2024-07-14,Réclamer comme réduire jusque reculer battre.,1.0,300,
56a066ca-e6ed-406a-8de7-bfea44a82e05,9ac0a98a-83c1-44c7-a7c5-e133505b66ed,0ee105d0-7745-4c96-bbf0-3df65bd210ab,Marcel Leblanc,2024-11-28,Français verre fille apercevoir couler faux adresser entourer scène.,1.5,300,0fc4b419-9f1f-4264-ad48-4b5ae0c53e81
8810e27e-94e7-4840-8549-183960b47982,84735a55-224d-4cbf-b7e6-047615e4ccae,495caabb-57b9-4f6c-a1a0-256d5fc15acf,Denis-Franck Ledoux,2022-08-16,Plusieurs parcourir désir pourquoi.,1.0,220,
cb436c07-51c9-4ce1-b72c-9879950ddad8,84735a55-224d-4cbf-b7e6-047615e4ccae,2cb6b053-969a-40a2-a054-223a2f3f11e1,Alexandre Morin,2023-04-11,Cercle fille noire combien saisir effort échapper.,0.5,300,
25e96e05-cdb8-4f6c-b23a-f6bc4157a48e,6a0c1ae8-a761-407b-868f-a78dc2f8f267,4d1333a4-d0c7-4c36-9580-2a400135c126,Victor du Vasseur,2025-07-16,Nouveau essuyer souvent voyage été table expérience consulter troubler terrible.,1.0,250,4f9c6b33-3253-4114-8f30-c18bb79a4e71
f0d08980-02d4-4895-9dc6-1bd812ea12c8,92254682-bed5-4684-9a86-f26e05d1683e,fba0cbe6-1a09-4487-946b-d85567269b04,Laurence Robert,2024-03-30,Déclarer propos certainement puissance.,1.0,250,
344911c3-5cd5-4c9d-95b2-3c39a7877267,97ec3088-a469-4b66-91c0-3c1913d7a523,52fc2f51-6484-441d-a3ac-19515cc8485f,Yves Traore,2025-03-04,Comme faim pendre annoncer sortir devant marcher armée vous.,1.5,300,
e54173bb-d3fd-4fb4-b29b-e968ac234aeb,3baa46cb-83ff-46bb-9904-040db6558921,4d1333a4-d0c7-4c36-9580-2a400135c126,Victor du Vasseur,2024-07-11,Perdre agiter position général fidèle.,0.25,180,d35ffdd0-f900-4767-9515-44d7dfca756b
13fa63bb-09c4-4aac-9ac3-b8dd3dcadb15,7045eea4-e3d4-4c2a-85cd-15203afcc15d,495caabb-57b9-4f6c-a1a0-256d5fc15acf,Denis-Franck Ledoux,2025-05-07,Inventer chien pourtant parler élever peuple peur.,2.0,250,
ef6b4e17-d4f4-428d-a4dc-b06bd652fbb5,bdbf9d61-f0d3-4b6f-8120-fe05a48d84c3,2cb6b053-969a-40a2-a054-223a2f3f11e1,Alexandre Morin,2025-06-01,Oeil chaleur sauvage branche prison caractère calme briller coucher couleur direction.,1.5,300,
55f30a55-2d8b-4ec0-bdb0-f7b13096d4d9,e6c15b83-4920-4ed7-b094-4fe8eeb78588,d0be7ecc-0745-4454-a3cc-2d2868b6b3d8,Aurore Maury-Briand,2024-11-18,Existence fuir clair mener témoin portier.,2.0,220,
085933b3-8aea-4336-b17c-abbe27b46910,eeadf14d-bf3d-4680-898b-d80c52012aeb,52fc2f51-6484-441d-a3ac-19515cc8485f,Yves Traore,2024-11-04,Delà action beau but mouvement le tu rendre.,1.0,250,ea50ecb2-cc87-4992-8488-9a42f06afbc2
64918494-b8f2-440c-abea-a36ff3e632b2,aabd37b3-d214-4f66-bf6d-a323435a95e0,52fc2f51-6484-441d-a3ac-19515cc8485f,Yves Traore,2022-11-14,Tandis Que pauvre imaginer ville discours.,1.5,250,
7562beb3-53ac-4fa7-b4c0-53f5582a228b,edb86c4c-8504-4e7f-a82b-3185341de3b9,a9f97ea4-2b30-4b38-a641-ccf0a35c99c1,Gérard-Frédéric Joly,2024-07-23,Rôle son seul expliquer plusieurs.,1.0,250,
62d1a748-b4a0-4660-a1b8-0c44417d8e97,a85698f6-489d-444f-b170-5483f65a5958,495caabb-57b9-4f6c-a1a0-256d5fc15acf,Denis-Franck Ledoux,2024-07-31,Bien rayon après seul phrase.,2.0,220,
30ccf8e4-1658-47f2-a96e-ec1ec4edecbe,386ce6ce-08a5-4bdc-b65a-c72d823e1870,2cb6b053-969a-40a2-a054-223a2f3f11e1,Alexandre Morin,2024-10-12,Exiger hasard palais souffler besoin rond confondre fou.,0.25,300,
22e4cd47-164d-4396-806b-8fadce0c9f5d,5ef07712-af0d-4cb3-b1e8-dea4a4580a29,57bf8456-f58d-41c6-afc3-2e24e3b187b4,Gabriel de Guilbert,2025-01-11,Sec position je glisser soutenir combat cerveau.,1.5,250,
dc87ce53-0373-4e62-bc5c-bbdf807ebd5a,386ce6ce-08a5-4bdc-b65a-c72d823e1870,2cb6b053-969a-40a2-a054-223a2f3f11e1,Alexandre Morin,2024-07-17,Bouche temps joie montagne haut oncle.,1.0,220,
a06a06fd-2fc9-458b-9c51-1b924d563e81,0a5f032e-0484-49a5-81be-b3859161ef05,4d1333a4-d0c7-4c36-9580-2a400135c126,Victor du Vasseur,2025-07-07,Oncle social souffrir propos suffire joindre juge souvenir.,1.0,250,
4ad217d0-b5db-4248-9ebe-f24d2993fb52,af518df3-f84d-438d-9966-aecc0d0ddc4d,495caabb-57b9-4f6c-a1a0-256d5fc15acf,Denis-Franck Ledoux,2025-04-28,Attitude père action soldat maison.,0.5,250,
a4705fea-e136-47b3-a8a6-e529a0968e70,383e47f4-9dc5-4c97-8959-a35de338f901,57bf8456-f58d-41c6-afc3-2e24e3b187b4,Gabriel de Guilbert,2025-04-12,Profondément de vague son lutte portier ouvert guerre prononcer jeunesse.,0.25,220,
4c0e1fab-fca5-42ed-a754-3371297050bf,4290fff6-a80e-431c-a88b-db8efa0ce72f,52fc2f51-6484-441d-a3ac-19515cc8485f,Yves Traore,2024-10-27,Chemise salut suite ordre acte train lisser intéresser.,2.0,180,
e95c8f3d-2806-40dd-a9f5-80c4c7ac25de,07b23f67-bf45-4c3e-a977-64df7e55f252,d0be7ecc-0745-4454-a3cc-2d2868b6b3d8,Aurore Maury-Briand,2025-05-10,Avance là déposer victime arracher d'autres.,1.5,250,
bf6d127d-88d6-40b4-81d2-102d756905b1,843a9872-f627-46be-93a6-67a7a4742534,4d1333a4-d0c7-4c36-9580-2a400135c126,Victor du Vasseur,2024-11-19,Français demain important rêve horizon signe honneur caresser.,1.5,220,
a51e5f07-2f4f-4093-bcd7-b0ed0689ce04,7b45d1aa-eabb-411d-a194-e0ecfbe6e782,2cb6b053-969a-40a2-a054-223a2f3f11e1,Alexandre Morin,2025-05-26,Bord fusil mille à.,0.5,300,
281aa675-f4d2-4da7-a1c0-c615e4a05806,3ebb9085-e5b4-45fe-9371-6ea9ec7f365c,fba0cbe6-1a09-4487-946b-d85567269b04,Laurence Robert,2025-01-26,Ventre pas succès moi père image étaler salle rose sens.,2.0,300,
bbfadb01-1b5d-43fc-a054-9b1bca52c4d4,6e6176c0-f267-4ad2-b06f-cf818f9ceea1,0ee105d0-7745-4c96-bbf0-3df65bd210ab,Marcel Leblanc,2023-01-04,Refuser obéir prince face ici blanc peser abri examiner parti.,1.5,180,
7733536a-4077-4c6f-a112-597812c3caca,c102b141-a882-4db1-8f7b-061fa3909fe6,0ee105d0-7745-4c96-bbf0-3df65bd210ab,Marcel Leblanc,2023-08-02,Main premier après coin changer principe produire briser oncle construire.,2.0,180,1ac4bdaa-46f3-48f8-b81b-e2f55e8f00b2
67f54531-63e4-4e60-bafa-617d65e4fa5c,d3343d66-4502-44a3-878e-4f896dd3fd90,52fc2f51-6484-441d-a3ac-19515cc8485f,Yves Traore,2025-04-21,Immense renverser prince bruit garde tôt.,2.0,180,
